chr	start	end	V4	V6
chrX	145895621	145896249	NM_001244892	-
chrX	146353852	146353926	NR_030237	-
chrX	146340277	146340368	NR_030236	-
chrX	146342049	146342143	NR_030236	-
chrX	146318430	146318545	NR_030235	-
chrX	146360764	146360862	NR_030238	-
chrX	146340282	146340358	NR_030629	-
chrX	146341169	146341244	NR_030629	-
chrX	146342057	146342133	NR_030629	-
chrX	146331668	146331748	NR_036173	-
chrX	146340277	146340368	NR_030586	-
chrX	146342052	146342143	NR_030586	-
chrX	146312501	146312595	NR_030234	-
chrX	146312237	146312361	NR_030233	-
chrX	146363460	146363548	NR_030240	-
chrX	146366158	146366246	NR_030240	-
chrX	146363460	146363548	NR_030239	-
chrX	146366158	146366246	NR_030239	-
chrX	146990948	147003676	NR_024502	-
chrX	146993468	147032647	NM_001185082	+
chrX	146993468	147032647	NM_001185076	+
chrX	146993468	147032647	NM_001185075	+
chrX	146993468	147032647	NM_001185081	+
chrX	146993468	147032647	NM_002024	+
chrX	146993468	147032647	NR_033699	+
chrX	146990948	147003676	NR_024503	-
chrX	146990948	147003676	NR_024500	-
chrX	146990948	147003676	NR_024501	-
chrX	146993468	147032647	NR_033700	+
chrX	146990948	147003676	NR_024499	-
chrX	147062848	147108187	NM_152578	+
chrX	148622518	148629876	NM_178124	+
chrX	148560294	148586884	NM_000202	-
chrX	148626065	148632086	NM_001171909	+
chrX	148560294	148586884	NM_001166550	-
chrX	148622518	148629876	NM_001171908	+
chrX	148622518	148629876	NM_001171907	+
chrX	148568661	148586884	NM_006123	-
chrX	148609131	148621312	NR_027455	-
chrX	148568661	148586884	NR_104128	-
chrX	148678215	148713568	NM_001174092	-
chrX	148674171	148676970	NM_001164415	-
chrX	148678215	148713568	NM_032508	-
chrX	148663308	148669116	NM_001080790	-
chrX	148663308	148669109	NM_005365	-
chrX	148674182	148676974	NM_016153	-
chrX	148685374	148713568	NM_001282302	-
chrX	148678215	148713568	NR_104121	-
chrX	148855729	148858528	NM_001164415	+
chrX	148855725	148858517	NM_016153	+
chrX	148793737	148798928	NM_005366	+
chrX	148863592	148869399	NM_001080790	+
chrX	148863599	148869399	NM_005365	+
chrX	148769902	148798928	NM_001011544	+
chrX	149007562	149025779	NR_102703	-
chrX	149009940	149014609	NM_005364	+
chrX	149009940	149014609	NM_001166400	+
chrX	149009940	149014609	NM_001166401	+
chrX	148958632	149008599	NR_109813	+
chrX	149100414	149106716	NM_001013845	-
chrX	149396238	149396318	NR_031748	+
chrX	149613719	149682448	NM_005491	+
chrX	149613719	149682448	NM_001177466	+
chrX	149861868	149933575	NM_003828	+
chrX	150151747	150159248	NM_001301229	+
chrX	150151857	150159248	NM_001301228	+
chrX	150151747	150159248	NM_005342	+
chrX	150148980	150159248	NM_001301231	+
chrX	150336693	150336798	NR_036256	+
chrX	150345055	150349937	NM_004224	+
chrX	150565656	150577836	NM_001017980	+
chrX	150884507	150891664	NM_033085	+
chrX	150903217	150914036	NM_005140	+
chrX	150866778	150870063	NR_033262	+
chrX	151084708	151093642	NM_002362	+
chrX	151085396	151093642	NM_001011549	+
chrX	151081360	151093642	NM_001011548	+
chrX	151086759	151093642	NM_001011550	+
chrX	151128099	151128184	NR_029973	-
chrX	151282520	151286411	NM_021049	-
chrX	151301782	151307050	NM_021048	-
chrX	151282520	151307050	NM_001204811	-
chrX	151301782	151307050	NM_001251828	-
chrX	151301782	151307050	NM_001011543	-
chrX	151562883	151562964	NR_029522	-
chrX	151560690	151560771	NR_029521	-
chrX	151561892	151562001	NR_030409	-
chrX	151903226	151909518	NM_001102576	+
chrX	151876742	151877747	NM_001129828	-
chrX	151899292	151903184	NM_001166387	-
chrX	151899292	151903101	NM_001166386	-
chrX	151883074	151887096	NM_001282505	+
chrX	151806636	151821825	NM_018558	+
chrX	151903226	151909518	NM_153478	+
chrX	151885383	151887079	NM_153488	+
chrX	151883074	151887096	NM_175743	+
chrX	151883074	151887096	NM_175742	+
chrX	151876742	151877670	NM_001129826	-
chrX	151883074	151887096	NM_005361	+
chrX	151867244	151870814	NM_175868	+
chrX	151899292	151903184	NM_005367	-
chrX	151883074	151887096	NM_001282501	+
chrX	151895977	151903136	NR_073432	-
chrX	151883074	151887096	NM_001282504	+
chrX	151883074	151887096	NM_001282502	+
chrX	151867244	151870814	NM_005363	+
chrX	151918386	151922408	NM_005361	-
chrX	151927733	151928738	NM_001129828	+
chrX	151918403	151920099	NM_153488	-
chrX	151999510	152037907	NM_015922	+
chrX	151918386	151922408	NM_001282501	-
chrX	151995870	151999301	NM_004344	-
chrX	151918386	151922408	NM_175743	-
chrX	151918386	151922408	NM_175742	-
chrX	151934651	151938240	NM_005362	-
chrX	151927810	151928738	NM_001129826	+
chrX	151999510	152037907	NM_001129765	+
chrX	151918386	151922408	NM_001282505	-
chrX	151918386	151922408	NM_001282504	-
chrX	151918386	151922408	NM_001282502	-
chrX	152110214	152142025	NM_001178115	+
chrX	152082985	152142025	NM_001178109	+
chrX	152082985	152142025	NM_001178110	+
chrX	152082985	152142025	NM_007150	+
chrX	152157367	152160761	NM_052926	-
chrX	152082985	152142025	NM_001178107	+
chrX	152086408	152142025	NM_001178113	+
chrX	152157367	152162671	NM_001184924	-
chrX	152082985	152142025	NM_001178108	+
chrX	152082985	152142025	NM_001178106	+
chrX	152157367	152160761	NM_001103151	-
chrX	152157367	152160761	NM_001103150	-
chrX	152224765	152228827	NM_013364	+
chrX	152224765	152228827	NM_001282535	+
chrX	152240796	152243402	NM_032882	+
chrX	152338258	152340864	NM_032882	+
chrX	152481521	152486116	NM_004988	-
chrX	152683780	152687086	NM_001136273	+
chrX	152599612	152618384	NM_001080485	+
chrX	152760346	152775004	NM_001711	+
chrX	152713122	152736089	NM_017518	-
chrX	152710177	152711945	NM_080701	-
chrX	152713122	152760983	NR_073156	-
chrX	152935187	152938743	NM_001135740	-
chrX	152853382	152864632	NM_152274	-
chrX	152907896	152916781	NM_001395	+
chrX	152853382	152864632	NM_001130997	-
chrX	152935187	152939816	NM_001039582	-
chrX	152965946	152989556	NM_001139457	-
chrX	152965946	152989582	NM_001139441	-
chrX	152965946	152990201	NM_001256447	-
chrX	152965946	152989838	NM_005745	-
chrX	153046455	153051187	NM_001170760	+
chrX	153059903	153063967	NM_001204526	+
chrX	152990322	153010216	NM_000033	+
chrX	153029650	153044801	NM_001163257	+
chrX	153046455	153051187	NM_001170761	+
chrX	153051220	153059978	NM_174869	-
chrX	153060018	153063967	NM_006280	+
chrX	153046455	153051187	NM_014370	+
chrX	153029650	153044801	NM_005393	+
chrX	153051220	153059978	NM_004135	-
chrX	153059903	153063967	NR_037927	+
chrX	153059629	153063967	NM_001204527	+
chrX	153195279	153200607	NM_001256119	-
chrX	153172829	153191714	NM_001666	-
chrX	153172829	153191714	NM_001164741	-
chrX	153126968	153141399	NM_001143963	-
chrX	153200721	153210232	NM_002910	-
chrX	153195279	153200607	NM_003491	-
chrX	153126968	153151628	NM_001278116	-
chrX	153167984	153172620	NR_027419	+
chrX	153126968	153141500	NM_000425	-
chrX	153170528	153172620	NM_000054	+
chrX	153170528	153172620	NM_001146151	+
chrX	153126968	153141399	NM_024003	-
chrX	153195279	153200607	NM_001256120	-
chrX	153237990	153248646	NM_003492	+
chrX	153246547	153246628	NR_036174	+
chrX	153275956	153285342	NM_001025243	-
chrX	153275956	153285342	NM_001025242	-
chrX	153285370	153285440	NR_031757	-
chrX	153275956	153285342	NM_001569	-
chrX	153246548	153246627	NR_036175	-
chrX	153234215	153235542	NR_046608	+
chrX	153448084	153462352	NM_000513	+
chrX	153409697	153424507	NM_020061	+
chrX	153448084	153461637	NM_001048181	+
chrX	153576899	153603006	NM_001456	-
chrX	153533408	153558713	NM_001145934	+
chrX	153524026	153558713	NM_001145933	+
chrX	153576899	153603006	NM_001110556	-
chrX	153607596	153609883	NM_000117	+
chrX	153498929	153523564	NM_001205201	-
chrX	153498929	153523454	NM_001586	-
chrX	153524026	153558713	NM_012253	+
chrX	153628621	153628756	NR_000011	+
chrX	153734489	153744566	NM_001171132	-
chrX	153734489	153744566	NM_001171133	-
chrX	153715644	153719029	NM_019848	-
chrX	153665258	153671814	NM_001493	+
chrX	153639876	153650063	NM_181311	+
chrX	153734489	153744566	NM_021806	-
chrX	153652722	153656825	NR_103768	-
chrX	153639876	153650063	NR_024048	+
chrX	153712055	153715009	NM_014235	-
chrX	153706107	153707596	NM_006014	-
chrX	153639876	153650063	NM_000116	+
chrX	153715644	153719029	NM_001142392	-
chrX	153715644	153719029	NM_001142391	-
chrX	153656977	153664863	NM_001183	+
chrX	153626570	153630680	NM_006013	+
chrX	153686620	153701989	NM_017514	+
chrX	153626570	153630680	NM_001256577	+
chrX	153639876	153650063	NM_181313	+
chrX	153734489	153744566	NM_001171134	-
chrX	153629578	153637575	NM_006730	-
chrX	153678667	153678734	NR_106917	+
chrX	153626570	153630680	NM_001256580	+
chrX	153639876	153650063	NM_181312	+
chrX	153734489	153744566	NM_001282312	-
chrX	153672472	153679002	NM_004699	+
chrX	153629578	153640427	NM_001009933	-
chrX	153734489	153744566	NM_001282311	-
chrX	153629578	153640427	NM_001009934	-
chrX	153629578	153640427	NM_001009932	-
chrX	153813417	153815075	NM_001327	+
chrX	153845864	153847522	NM_001327	-
chrX	153799478	153800188	NR_027402	+
chrX	153860738	153861448	NR_027402	-
chrX	153775561	153793261	NM_001145255	+
chrX	153775561	153793261	NM_001099857	+
chrX	153776061	153793261	NM_003639	+
chrX	153813417	153815075	NM_139250	+
chrX	153845864	153847522	NM_139250	-
chrX	153759604	153775233	NM_000402	-
chrX	153860738	153861448	NR_027401	-
chrX	153799478	153800188	NR_027401	+
chrX	153759604	153775801	NM_001042351	-
chrX	153770458	153793261	NM_001099856	+
chrX	153991016	154005964	NM_001142463	+
chrX	153880245	153881853	NM_172377	-
chrX	153903526	153979358	NM_080612	-
chrX	153903526	153979858	NR_104114	-
chrX	153880245	153881853	NM_020994	-
chrX	153991016	154005964	NM_001363	+
chrX	153996802	153996932	NR_002969	+
chrX	153903526	153979358	NM_001081573	-
chrX	154003272	154003401	NR_002984	+
chrX	153991016	154005964	NR_110021	+
chrX	153996870	153996931	NR_049842	+
chrX	153903526	153979358	NM_001282283	-
chrX	153991016	154005964	NM_001288747	+
chrX	153991016	154005964	NR_110023	+
chrX	153991016	154005964	NR_110022	+
chrX	154113316	154113833	NM_080720	+
chrX	154051622	154062937	NM_001162936	-
chrX	154113243	154113837	NM_001017991	+
chrX	154114634	154116336	NM_012151	+
chrX	154064063	154114577	NM_019863	-
chrX	154115634	154115733	NR_036049	-
chrX	154115634	154115733	NR_036260	-
chrX	154115634	154115733	NR_036259	-
chrX	154113316	154113833	NM_001017990	+
chrX	154114649	154115765	NM_001007523	+
chrX	154114649	154115765	NM_001007524	+
chrX	154299694	154351349	NM_001018055	+
chrX	154292308	154299547	NM_001018025	-
chrX	154299694	154351349	NM_001242640	+
chrX	154299694	154351349	NM_024332	+
chrX	154289899	154299547	NM_001018024	-
chrX	154487518	154493874	NM_171998	-
chrX	154444700	154468098	NM_003372	+
chrX	154610427	154610944	NM_080720	+
chrX	154610354	154610948	NM_001017991	+
chrX	154611748	154613450	NM_012151	+
chrX	154612748	154612847	NR_036049	-
chrX	154612748	154612847	NR_036260	-
chrX	154612748	154612847	NR_036259	-
chrX	154576449	154603823	NR_039991	-
chrX	154610427	154610944	NM_001017990	+
chrX	154576449	154603823	NR_109985	-
chrX	154611763	154612879	NM_001007523	+
chrX	154611763	154612879	NM_001007524	+
chrX	154689079	154689596	NM_080720	-
chrX	154687177	154687276	NR_036049	+
chrX	154686574	154688276	NM_012151	-
chrX	154696200	154723771	NR_109985	+
chrX	154687177	154687276	NR_036260	+
chrX	154687177	154687276	NR_036259	+
chrX	154696200	154723771	NR_039991	+
chrX	154689075	154689669	NM_001017991	-
chrX	154689079	154689596	NM_001017990	-
chrX	154687145	154688261	NM_001007524	-
chrX	154687145	154688261	NM_001007523	-
chrX	154997450	155012117	NM_005840	+
chrX	155110942	155173433	NM_001145149	+
chrX	155110942	155173433	NM_001185183	+
chrX	155110942	155173433	NM_005638	+
chrX	155110942	155173433	NR_033714	+
chrX	155110942	155173433	NR_033715	+
chrX	155227245	155240482	NM_002186	+
chrX	155227245	155240482	NM_176786	+
chrX	155255322	155257848	NR_110561	-
chrY	16733900	16845429	NM_001164238	+
chrY	16635625	16955848	NM_014893	+
chrY	16634487	16955848	NM_001206850	+
chrY	16636453	16955848	NR_028319	+
chrY	16635384	16955848	NR_046355	+
chrY	6274284	6296485	NR_001536	-
chrY	4924130	5610269	NM_032973	+
chrY	6274284	6296485	NR_003590	-
chrY	2087554	2369015	NM_145177	-
chrY	244667	297690	NM_013239	-
chrY	1684025	1711974	NM_001171039	+
chrY	1683940	1711974	NM_001171038	+
chrY	1405508	1451582	NM_001267713	+
chrY	1405508	1451582	NM_002183	+
chrY	1664347	1711974	NM_004043	+
chrY	1531465	1606037	NM_178129	-
chrY	2354454	2369008	NM_001171136	-
chrY	2477305	2506370	NR_033381	+
chrY	2354454	2369008	NM_004729	-
chrY	2354454	2368580	NM_001171135	-
chrY	2477305	2525270	NR_033380	+
chrY	2871036	2970313	NR_046502	+
chrY	2620336	2643037	NR_003254	+
chrY	6778726	6959724	NM_134259	+
chrY	6778726	6959724	NM_033284	+
chrY	7142012	7249588	NR_028062	+
chrY	6778726	6959724	NM_134258	+
chrY	9304563	9307358	NM_001197242	+
chrY	9236075	9368285	NM_001164471	+
chrY	9304563	9307358	NM_003308	+
chrY	15360258	15592550	NR_047602	-
chrY	15360258	15592550	NM_001258252	-
chrY	15360258	15592550	NR_047640	-
chrY	15360258	15592550	NR_047643	-
chrY	15360258	15592550	NR_047609	-
chrY	15360258	15592550	NR_047620	-
chrY	15360258	15592550	NR_047619	-
chrY	15360258	15592550	NR_047610	-
chrY	15360258	15592550	NR_047621	-
chrY	15360258	15592550	NR_047642	-
chrY	15360258	15592550	NR_047608	-
chrY	15360258	15592550	NM_001258265	-
chrY	15360258	15592550	NR_047623	-
chrY	15360258	15592550	NR_047628	-
chrY	15360258	15592550	NR_047599	-
chrY	15360258	15592550	NM_001258262	-
chrY	15409388	15592550	NM_182659	-
chrY	15434913	15592550	NM_182660	-
chrY	15360258	15592550	NR_047596	-
chrY	15360258	15592550	NR_047605	-
chrY	15360258	15592550	NR_047626	-
chrY	15360258	15592550	NR_047637	-
chrY	15360258	15592550	NR_047614	-
chrY	15360258	15592550	NR_047615	-
chrY	15360258	15592550	NR_047607	-
chrY	15360258	15592550	NR_047598	-
chrY	15360258	15592550	NR_047611	-
chrY	15360258	15592550	NM_001258251	-
chrY	15360258	15592550	NM_001258257	-
chrY	15360258	15592550	NM_001258269	-
chrY	15360258	15592550	NR_047646	-
chrY	15360258	15592550	NM_001258255	-
chrY	15360258	15592550	NR_047617	-
chrY	15360258	15592550	NM_001258266	-
chrY	15360258	15592550	NR_047601	-
chrY	15360258	15592550	NR_047639	-
chrY	15360258	15592550	NR_047612	-
chrY	14813159	14972768	NM_004654	+
chrY	15360258	15592550	NM_001258253	-
chrY	15360258	15592550	NR_047622	-
chrY	15360258	15592550	NM_001258268	-
chrY	15360258	15592550	NR_047631	-
chrY	15360258	15592550	NR_047630	-
chrY	15360258	15592550	NR_047624	-
chrY	15360258	15592550	NR_047627	-
chrY	15360258	15592550	NR_047636	-
chrY	15360258	15592550	NR_047635	-
chrY	15360258	15592550	NR_047606	-
chrY	15360258	15592550	NM_001258254	-
chrY	15360258	15592550	NM_001258261	-
chrY	15360258	15592550	NR_047647	-
chrY	15360258	15592550	NR_047633	-
chrY	15360258	15592550	NR_047632	-
chrY	15360258	15592550	NR_047641	-
chrY	15360258	15592550	NM_001258250	-
chrY	15360258	15592550	NR_047634	-
chrY	15360258	15592550	NM_001258260	-
chrY	15360258	15592550	NM_001258259	-
chrY	15360258	15592550	NM_001258264	-
chrY	15360258	15592550	NM_001258263	-
chrY	15360258	15592550	NM_001258267	-
chrY	15360258	15592550	NR_047604	-
chrY	15360258	15592550	NR_047603	-
chrY	15360258	15592550	NR_047600	-
chrY	15360258	15592550	NR_047597	-
chrY	15360258	15592550	NR_047616	-
chrY	15360258	15592550	NR_047613	-
chrY	15360258	15592550	NR_047625	-
chrY	15360258	15592550	NR_047618	-
chrY	15360258	15592550	NR_047629	-
chrY	15360258	15592550	NR_047638	-
chrY	15360258	15592550	NR_047645	-
chrY	15360258	15592550	NR_047644	-
chrY	15360258	15592550	NM_001258256	-
chrY	15360258	15592550	NM_007125	-
chrY	15360258	15592550	NM_001258258	-
chrY	15360258	15592550	NM_001258249	-
chrY	15360258	15592550	NM_001258270	-
chrY	16905521	16915913	NR_046504	-
chrY	20708556	20710477	NM_153716	+
chrY	20708576	20750849	NM_152584	+
chrY	20708573	20710478	NM_033108	+
chrY	20708556	20750849	NR_003509	+
chrY	20708576	20750849	NM_001001877	+
chrY	20708576	20750849	NR_003510	+
chrY	21617316	21665039	NR_033732	-
chrY	21867300	21906825	NM_001146706	-
chrY	21152525	21438350	NM_001291738	-
chrY	21729243	21769056	NR_045128	+
chrY	21867300	21906825	NM_004653	-
chrY	21867300	21906825	NM_001146705	-
chrY	21617316	21665039	NR_002923	-
chrY	21034386	21237889	NR_125736	-
chrY	21034386	21239433	NR_125733	-
chrY	21034386	21239433	NR_125734	-
chrY	21034386	21239433	NR_125735	-
chrY	21094584	21237889	NR_125737	-
chrY	21094584	21239433	NR_001543	-
chrY	22627553	22681114	NR_001542	-
chrY	22917953	22942918	NM_001039567	+
chrY	24247838	24293631	NR_110413	-
chrY	24455009	24564028	NM_152585	+
chrY	24636543	24660784	NM_004676	+
chrY	24636543	24660784	NM_001002758	+
chrY	25365603	25437503	NM_020363	+
chrY	25365580	25437503	NM_020364	+
chrY	26082873	26087769	NR_001524	-
chrY	25275501	25345254	NM_020420	-
chrY	25275501	25345239	NM_004081	-
chrY	25365603	25437503	NM_001005785	+
chrY	26082873	26087769	NR_002176	-
chrY	25365580	25437503	NM_020420	+
chrY	25365603	25437503	NM_001005786	+
chrY	25275501	25345254	NM_001005375	-
chrY	26716348	26753172	NR_001525	+
chrY	26979966	27053187	NM_020364	+
chrY	26979966	27053187	NM_020420	+
chrY	26979989	27053187	NM_001005785	+
chrY	26979989	27053187	NM_001005786	+
chrY	26716348	26753172	NR_002178	+
chrY	26716348	26753172	NR_002177	+
chrY	26979966	27053187	NM_001005375	+
chrY	59213948	59276439	NR_033715	+
chrY	59213948	59276439	NM_005638	+
chrY	59213948	59276439	NM_001145149	+
chrY	59213948	59276439	NM_001185183	+
chrY	59213948	59276439	NR_033714	+
chrY	59100456	59115123	NM_005840	+
chrY	171416	180887	NM_012227	-
chrY	148060	170022	NM_018390	+
chrY	231384	232054	NR_027231	+
chrY	231384	232054	NR_027232	+
chrY	142990	170022	NR_028057	+
chrY	535078	557558	NM_000451	+
chrY	535078	570146	NM_006883	+
chrY	1264893	1281616	NM_001012288	-
chrY	1264893	1281616	NM_022148	-
chrY	1264893	1281616	NR_110830	-
chrY	1351570	1378828	NM_001161530	+
chrY	1337692	1378828	NM_001161529	+
chrY	1337692	1378828	NR_027760	+
chrY	1337692	1374711	NM_001161531	+
chrY	1337692	1378828	NM_001161532	+
chrY	1337692	1378828	NM_172249	+
chrY	1337692	1378828	NM_172246	+
chrY	1351570	1378828	NM_172247	+
chrY	1337692	1378828	NM_172245	+
chrY	1362810	1362885	NR_037461	+
chrY	1337692	1378828	NM_006140	+
chrY	1469423	1482479	NR_026710	+
chrY	1469423	1484314	NR_026711	+
chrY	1455044	1461039	NM_001636	-
chrY	1472031	1521870	NM_001173474	-
chrY	1472031	1521870	NM_004192	-
chrY	1472031	1522655	NM_001173473	-
chrY	1660485	1671407	NR_027383	+
chrY	1660485	1671411	NM_005088	+
chrY	2477231	2477295	NR_106737	+
chrY	2559227	2609350	NM_001122898	+
chrY	2559227	2609350	NM_002414	+
chrY	2559227	2609350	NM_001277710	+
chrY	2654895	2655782	NM_003140	-
chrY	2709622	2734997	NM_001008	+
chrY	2803111	2850547	NM_001145276	+
chrY	2803517	2850547	NM_001145275	+
chrY	2803517	2850547	NM_003411	+
chrY	3447125	3448082	NM_139214	+
chrY	4924130	4973639	NM_032972	+
chrY	4868266	4973639	NM_032971	+
chrY	4868266	4973639	NM_001278619	+
chrY	6114263	6117053	NM_022573	+
chrY	6110486	6111651	NR_003593	-
chrY	6110486	6111651	NR_001540	-
chrY	6258471	6279605	NR_001538	+
chrY	6258441	6279605	NR_003589	+
chrY	6225259	6229454	NR_046505	-
chrY	6311474	6315118	NR_001535	+
chrY	6339071	6341671	NR_003591	-
chrY	6317508	6325947	NR_003592	+
chrY	6311474	6315118	NR_003588	+
chrY	6339071	6341671	NR_001533	-
chrY	6317508	6325947	NR_001534	+
chrY	6733958	6742068	NM_001143	-
chrY	7567397	7569288	NR_001552	-
chrY	7672964	7678723	NR_001551	+
chrY	8551410	8551919	NR_001550	-
chrY	8572512	8573324	NR_001549	+
chrY	8651358	8685423	NR_001548	-
chrY	9167488	9172441	NR_001546	-
chrY	9154669	9160483	NR_001547	-
chrY	9187188	9192791	NR_046300	-
chrY	9207465	9213071	NR_046300	-
chrY	9296351	9301954	NR_046300	-
chrY	9195451	9218480	NM_001164471	+
chrY	9215730	9238826	NM_001164471	+
chrY	9236029	9238826	NM_001077697	+
chrY	9195451	9198202	NM_001243721	+
chrY	9236048	9238663	NM_001282469	+
chrY	9296351	9301954	NR_001553	-
chrY	9207465	9213071	NR_001553	-
chrY	9187188	9192791	NR_001553	-
chrY	9365507	9368122	NM_001282469	+
chrY	9357274	9362877	NR_046300	-
chrY	9316661	9322263	NR_046300	-
chrY	9357274	9362877	NR_001553	-
chrY	9365488	9368285	NM_001077697	+
chrY	9316661	9322263	NR_001553	-
chrY	9448329	9452762	NR_001573	-
chrY	9544432	9552871	NR_003592	-
chrY	9528708	9531308	NR_003591	+
chrY	9544432	9552871	NR_001534	-
chrY	9555261	9558905	NR_003588	-
chrY	9555261	9558905	NR_001535	-
chrY	9528708	9531308	NR_001533	+
chrY	9573894	9596085	NR_003590	+
chrY	9573894	9596085	NR_001536	+
chrY	9638761	9650854	NR_001539	+
chrY	9590764	9611928	NR_003589	-
chrY	9590764	9611898	NR_001538	-
chrY	9748406	9749571	NR_003593	+
chrY	9748406	9749571	NR_001540	+
chrY	14517914	14533389	NR_033667	-
chrY	14774297	14804153	NR_001545	+
chrY	15016018	15030439	NM_001122665	+
chrY	15016696	15032390	NM_004660	+
chrY	15017615	15030439	NM_001302552	+
chrY	15815446	15817902	NM_004202	+
chrY	16097651	16098392	NM_004679	-
chrY	16097651	16098388	NM_181880	-
chrY	16168097	16168838	NM_004679	+
chrY	16168101	16168838	NM_181880	+
chrY	19612837	19628622	NR_028083	+
chrY	19612837	19628622	NR_028084	+
chrY	19687063	19691353	NR_002161	-
chrY	19687040	19691332	NR_002160	-
chrY	19880859	19882440	NM_004677	-
chrY	19880859	19882440	NM_001002906	-
chrY	19990140	19992100	NM_004825	-
chrY	19990139	19992099	NM_001001722	-
chrY	20137666	20139626	NM_004825	+
chrY	20137667	20139627	NM_001001722	+
chrY	20297334	20298915	NM_004677	+
chrY	20297334	20298915	NM_001002906	+
chrY	20551155	20566932	NR_028083	-
chrY	20551155	20566932	NR_028084	-
chrY	20488418	20492712	NR_002161	+
chrY	20488439	20492736	NR_002160	+
chrY	20743091	20752407	NR_002159	-
chrY	20743091	20752407	NR_001530	-
chrY	20893325	20935601	NM_152584	-
chrY	20933700	20935621	NM_153716	-
chrY	20891767	20901083	NR_002159	+
chrY	20891767	20901083	NR_001530	+
chrY	20933699	20935604	NM_033108	-
chrY	20893325	20935621	NR_003509	-
chrY	20893325	20935601	NM_001001877	-
chrY	20893325	20935601	NR_003510	-
chrY	21152525	21154800	NM_013230	-
chrY	21152525	21154528	NM_001291739	-
chrY	21152525	21154962	NM_001291737	-
chrY	21152525	21154962	NR_117089	-
chrY	21152525	21154800	NR_117090	-
chrY	21729243	21752309	NR_045129	+
chrY	22737596	22755040	NM_004681	+
chrY	22737596	22755040	NM_001278612	+
chrY	23544859	23548246	NM_001282471	-
chrY	23557033	23563448	NR_001574	-
chrY	23673257	23687672	NM_005058	+
chrY	23696798	23711212	NM_005058	+
chrY	23673263	23687672	NM_001006118	+
chrY	23673223	23687672	NM_001006121	+
chrY	23696764	23711212	NM_001006121	+
chrY	23696804	23711212	NM_001006120	+
chrY	23673263	23687672	NM_001006120	+
chrY	23745485	23756552	NR_001537	-
chrY	24026222	24040633	NM_001006120	-
chrY	24026222	24040639	NM_005058	-
chrY	24049764	24064214	NM_001006121	-
chrY	24026222	24040633	NM_001006118	-
chrY	24049764	24064174	NM_001006118	-
chrY	24026222	24040673	NM_001006121	-
chrY	24049764	24064174	NM_001006120	-
chrY	24217902	24242154	NM_004676	-
chrY	24217902	24242154	NM_001002758	-
chrY	24291111	24292978	NR_001527	+
chrY	24314688	24329089	NM_152585	-
chrY	24314688	24329089	NM_001006117	-
chrY	24291133	24292981	NR_002175	+
chrY	24455005	24462352	NR_002193	+
chrY	24442944	24445023	NR_001541	-
chrY	24462824	24466531	NR_104151	+
chrY	24585739	24587606	NR_001527	-
chrY	24549622	24564028	NM_001006117	+
chrY	24585736	24587584	NR_002175	-
chrY	24585086	24630861	NR_110413	+
chrY	24997730	24998862	NR_001526	+
chrY	24997730	24998862	NR_002180	+
chrY	24997730	24998862	NR_002179	+
chrY	25130409	25151610	NM_004678	+
chrY	25082601	25119431	NR_001525	+
chrY	25082601	25119431	NR_002178	+
chrY	25082601	25119431	NR_002177	+
chrY	25130409	25151610	NM_001002761	+
chrY	25130409	25151610	NM_001002760	+
chrY	26191376	26194161	NM_004680	-
chrY	26191939	26194161	NM_170723	-
chrY	26191376	26194161	NM_001003895	-
chrY	26191939	26194161	NM_001003894	-
chrY	26329580	26333378	NR_001554	-
chrY	26356113	26360978	NR_001555	-
chrY	26356113	26360978	NR_002195	-
chrY	26631478	26632610	NR_001526	+
chrY	26631478	26632610	NR_002180	+
chrY	26631478	26632610	NR_002179	+
chrY	26764150	26785352	NM_004678	+
chrY	26764150	26785352	NM_001002761	+
chrY	26764150	26785352	NM_001002760	+
chrY	26909215	26959639	NM_020364	-
chrY	26909215	26959639	NM_020420	-
chrY	27209229	27246039	NR_001525	-
chrY	27177049	27198251	NM_004678	-
chrY	27209229	27246039	NR_002177	-
chrY	27209229	27246039	NR_002178	-
chrY	27177049	27198251	NM_001002761	-
chrY	27177049	27198251	NM_001002760	-
chrY	27329789	27330920	NR_001526	-
chrY	27329789	27330920	NR_002180	-
chrY	27329789	27330920	NR_002179	-
chrY	27601457	27606322	NR_001555	+
chrY	27629054	27632852	NR_001554	+
chrY	27601457	27606322	NR_002195	+
chrY	27768263	27771048	NM_004680	+
chrY	27768263	27770485	NM_170723	+
chrY	27768263	27771048	NM_001003895	+
chrY	27768263	27770485	NM_001003894	+
chrY	27874636	27879535	NR_002176	+
chrY	27874636	27879535	NR_001524	+
chrY	59330251	59343488	NM_176786	+
chrY	59330251	59343488	NM_002186	+
chrY	59358328	59360854	NR_110561	-
chr10	134210701	134231358	NM_138499	+
chr10	134210701	134231358	NM_001098637	+
chr10	25137535	25241573	NM_020200	-
chr10	16632616	16859453	NM_012425	-
chr10	33466418	33623833	NM_001244973	-
chr10	16632616	16859453	NM_152724	-
chr10	50329883	50359592	NR_038973	+
chr10	33466418	33623833	NM_003873	-
chr10	33466418	33623833	NM_001244972	-
chr10	25137535	25241573	NM_001282786	-
chr10	33466418	33623833	NR_045259	-
chr10	33486546	33623833	NM_001024629	-
chr10	33486546	33623833	NM_001024628	-
chr10	100216833	100995632	NM_021828	-
